time,Artifact,OS,Architecture,MajorVersion,MinorVersion,BuildNr,count
1408752000000,Agent,undefined,undefined,1.6,1,62,1
1408838400000,Agent,undefined,undefined,1.6,1,62,0
1408924800000,Agent,undefined,undefined,1.6,1,62,0
1409011200000,Agent,undefined,undefined,1.6,1,62,1
1409097600000,Agent,undefined,undefined,1.6,1,62,0
1409184000000,Agent,undefined,undefined,1.6,1,62,0
1409270400000,Agent,undefined,undefined,1.6,1,62,0
1409356800000,Agent,undefined,undefined,1.6,1,62,0
1409443200000,Agent,undefined,undefined,1.6,1,62,0
1406851200000,CMR,Linux,64 bit,1.6,1,62,0
1406937600000,CMR,Linux,64 bit,1.6,1,62,0
1407024000000,CMR,Linux,64 bit,1.6,1,62,1
1407110400000,CMR,Linux,64 bit,1.6,1,62,0
1407196800000,CMR,Linux,64 bit,1.6,1,62,0
1407283200000,CMR,Linux,64 bit,1.6,1,62,0
1407369600000,CMR,Linux,64 bit,1.6,1,62,0
1407456000000,CMR,Linux,64 bit,1.6,1,62,0
1407542400000,CMR,Linux,64 bit,1.6,1,62,0
1407628800000,CMR,Linux,64 bit,1.6,1,62,0
1407715200000,CMR,Linux,64 bit,1.6,1,62,0
1407801600000,CMR,Linux,64 bit,1.6,1,62,0
1407888000000,CMR,Linux,64 bit,1.6,1,62,0
1407974400000,CMR,Linux,64 bit,1.6,1,62,0
1408060800000,CMR,Linux,64 bit,1.6,1,62,1
1408147200000,CMR,Linux,64 bit,1.6,1,62,0
1408233600000,CMR,Linux,64 bit,1.6,1,62,0
1408320000000,CMR,Linux,64 bit,1.6,1,62,0
1408406400000,CMR,Linux,64 bit,1.6,1,62,0
1408492800000,CMR,Linux,64 bit,1.6,1,62,0
1408579200000,CMR,Linux,64 bit,1.6,1,62,0
1408665600000,CMR,Linux,64 bit,1.6,1,62,0
1408752000000,CMR,Linux,64 bit,1.6,1,62,0
1408838400000,CMR,Linux,64 bit,1.6,1,62,0
1408924800000,CMR,Linux,64 bit,1.6,1,62,0
1409011200000,CMR,Linux,64 bit,1.6,1,62,0
1409097600000,CMR,Linux,64 bit,1.6,1,62,0
1409184000000,CMR,Linux,64 bit,1.6,1,62,1
1409270400000,CMR,Linux,64 bit,1.6,1,62,0
1409356800000,CMR,Linux,64 bit,1.6,1,62,0
1409443200000,CMR,Linux,64 bit,1.6,1,62,0
1406851200000,CMR,Windows,64 bit,1.6,1,62,0
1406937600000,CMR,Windows,64 bit,1.6,1,62,0
1407024000000,CMR,Windows,64 bit,1.6,1,62,0
1407110400000,CMR,Windows,64 bit,1.6,1,62,0
1407196800000,CMR,Windows,64 bit,1.6,1,62,0
1407283200000,CMR,Windows,64 bit,1.6,1,62,0
1407369600000,CMR,Windows,64 bit,1.6,1,62,0
1407456000000,CMR,Windows,64 bit,1.6,1,62,0
1407542400000,CMR,Windows,64 bit,1.6,1,62,0
1407628800000,CMR,Windows,64 bit,1.6,1,62,0
1407715200000,CMR,Windows,64 bit,1.6,1,62,1
1407801600000,CMR,Windows,64 bit,1.6,1,62,0
1407888000000,CMR,Windows,64 bit,1.6,1,62,0
1407974400000,CMR,Windows,64 bit,1.6,1,62,0
1408060800000,CMR,Windows,64 bit,1.6,1,62,0
1408147200000,CMR,Windows,64 bit,1.6,1,62,0
1408233600000,CMR,Windows,64 bit,1.6,1,62,0
1408320000000,CMR,Windows,64 bit,1.6,1,62,0
1408406400000,CMR,Windows,64 bit,1.6,1,62,0
1408492800000,CMR,Windows,64 bit,1.6,1,62,0
1408579200000,CMR,Windows,64 bit,1.6,1,62,0
1408665600000,CMR,Windows,64 bit,1.6,1,62,0
1408752000000,CMR,Windows,64 bit,1.6,1,62,0
1408838400000,CMR,Windows,64 bit,1.6,1,62,0
1408924800000,CMR,Windows,64 bit,1.6,1,62,0
1409011200000,CMR,Windows,64 bit,1.6,1,62,0
1409097600000,CMR,Windows,64 bit,1.6,1,62,0
1409184000000,CMR,Windows,64 bit,1.6,1,62,0
1409270400000,CMR,Windows,64 bit,1.6,1,62,0
1409356800000,CMR,Windows,64 bit,1.6,1,62,0
1409443200000,CMR,Windows,64 bit,1.6,1,62,0
1406851200000,CMR,Windows,32 bit,1.6,1,62,0
1406937600000,CMR,Windows,32 bit,1.6,1,62,0
1407024000000,CMR,Windows,32 bit,1.6,1,62,0
1407110400000,CMR,Windows,32 bit,1.6,1,62,0
1407196800000,CMR,Windows,32 bit,1.6,1,62,0
1407283200000,CMR,Windows,32 bit,1.6,1,62,0
1407369600000,CMR,Windows,32 bit,1.6,1,62,0
1407456000000,CMR,Windows,32 bit,1.6,1,62,1
1407542400000,CMR,Windows,32 bit,1.6,1,62,0
1407628800000,CMR,Windows,32 bit,1.6,1,62,0
1407715200000,CMR,Windows,32 bit,1.6,1,62,0
1407801600000,CMR,Windows,32 bit,1.6,1,62,0
1407888000000,CMR,Windows,32 bit,1.6,1,62,0
1407974400000,CMR,Windows,32 bit,1.6,1,62,0
1408060800000,CMR,Windows,32 bit,1.6,1,62,0
1408147200000,CMR,Windows,32 bit,1.6,1,62,1
1408233600000,CMR,Windows,32 bit,1.6,1,62,0
1408320000000,CMR,Windows,32 bit,1.6,1,62,0
1408406400000,CMR,Windows,32 bit,1.6,1,62,0
1408492800000,CMR,Windows,32 bit,1.6,1,62,0
1408579200000,CMR,Windows,32 bit,1.6,1,62,0
1408665600000,CMR,Windows,32 bit,1.6,1,62,0
1408752000000,CMR,Windows,32 bit,1.6,1,62,0
1408838400000,CMR,Windows,32 bit,1.6,1,62,0
1408924800000,CMR,Windows,32 bit,1.6,1,62,0
1409011200000,CMR,Windows,32 bit,1.6,1,62,0
1409097600000,CMR,Windows,32 bit,1.6,1,62,0
1409184000000,CMR,Windows,32 bit,1.6,1,62,0
1409270400000,CMR,Windows,32 bit,1.6,1,62,0
1409356800000,CMR,Windows,32 bit,1.6,1,62,0
1409443200000,CMR,Windows,32 bit,1.6,1,62,0
1406851200000,Client,MacOS,64 bit,1.6,1,62,0
1406937600000,Client,MacOS,64 bit,1.6,1,62,0
1407024000000,Client,MacOS,64 bit,1.6,1,62,0
1407110400000,Client,MacOS,64 bit,1.6,1,62,0
1407196800000,Client,MacOS,64 bit,1.6,1,62,1
1407283200000,Client,MacOS,64 bit,1.6,1,62,0
1407369600000,Client,MacOS,64 bit,1.6,1,62,0
1407456000000,Client,MacOS,64 bit,1.6,1,62,0
1407542400000,Client,MacOS,64 bit,1.6,1,62,0
1407628800000,Client,MacOS,64 bit,1.6,1,62,0
1407715200000,Client,MacOS,64 bit,1.6,1,62,0
1407801600000,Client,MacOS,64 bit,1.6,1,62,0
1407888000000,Client,MacOS,64 bit,1.6,1,62,0
1407974400000,Client,MacOS,64 bit,1.6,1,62,0
1408060800000,Client,MacOS,64 bit,1.6,1,62,0
1408147200000,Client,MacOS,64 bit,1.6,1,62,0
1408233600000,Client,MacOS,64 bit,1.6,1,62,0
1408320000000,Client,MacOS,64 bit,1.6,1,62,0
1408406400000,Client,MacOS,64 bit,1.6,1,62,0
1408492800000,Client,MacOS,64 bit,1.6,1,62,0
1408579200000,Client,MacOS,64 bit,1.6,1,62,0
1408665600000,Client,MacOS,64 bit,1.6,1,62,0
1408752000000,Client,MacOS,64 bit,1.6,1,62,0
1408838400000,Client,MacOS,64 bit,1.6,1,62,0
1408924800000,Client,MacOS,64 bit,1.6,1,62,1
1409011200000,Client,MacOS,64 bit,1.6,1,62,0
1409097600000,Client,MacOS,64 bit,1.6,1,62,0
1409184000000,Client,MacOS,64 bit,1.6,1,62,0
1409270400000,Client,MacOS,64 bit,1.6,1,62,0
1409356800000,Client,MacOS,64 bit,1.6,1,62,0
1409443200000,Client,MacOS,64 bit,1.6,1,62,1
1406851200000,Client,Windows,32 bit,1.6,1,62,0
1406937600000,Client,Windows,32 bit,1.6,1,62,0
1407024000000,Client,Windows,32 bit,1.6,1,62,0
1407110400000,Client,Windows,32 bit,1.6,1,62,0
1407196800000,Client,Windows,32 bit,1.6,1,62,0
1407283200000,Client,Windows,32 bit,1.6,1,62,0
1407369600000,Client,Windows,32 bit,1.6,1,62,0
1407456000000,Client,Windows,32 bit,1.6,1,62,0
1407542400000,Client,Windows,32 bit,1.6,1,62,0
1407628800000,Client,Windows,32 bit,1.6,1,62,0
1407715200000,Client,Windows,32 bit,1.6,1,62,0
1407801600000,Client,Windows,32 bit,1.6,1,62,0
1407888000000,Client,Windows,32 bit,1.6,1,62,0
1407974400000,Client,Windows,32 bit,1.6,1,62,0
1408060800000,Client,Windows,32 bit,1.6,1,62,0
1408147200000,Client,Windows,32 bit,1.6,1,62,0
1408233600000,Client,Windows,32 bit,1.6,1,62,0
1408320000000,Client,Windows,32 bit,1.6,1,62,0
1408406400000,Client,Windows,32 bit,1.6,1,62,0
1408492800000,Client,Windows,32 bit,1.6,1,62,0
1408579200000,Client,Windows,32 bit,1.6,1,62,0
1408665600000,Client,Windows,32 bit,1.6,1,62,0
1408752000000,Client,Windows,32 bit,1.6,1,62,0
1408838400000,Client,Windows,32 bit,1.6,1,62,1
1408924800000,Client,Windows,32 bit,1.6,1,62,0
1409011200000,Client,Windows,32 bit,1.6,1,62,0
1409097600000,Client,Windows,32 bit,1.6,1,62,0
1409184000000,Client,Windows,32 bit,1.6,1,62,0
1409270400000,Client,Windows,32 bit,1.6,1,62,0
1409356800000,Client,Windows,32 bit,1.6,1,62,0
1409443200000,Client,Windows,32 bit,1.6,1,62,0
1406851200000,Client,Windows,64 bit,1.6,1,62,0
1406937600000,Client,Windows,64 bit,1.6,1,62,0
1407024000000,Client,Windows,64 bit,1.6,1,62,1
1407110400000,Client,Windows,64 bit,1.6,1,62,0
1407196800000,Client,Windows,64 bit,1.6,1,62,0
1407283200000,Client,Windows,64 bit,1.6,1,62,0
1407369600000,Client,Windows,64 bit,1.6,1,62,0
1407456000000,Client,Windows,64 bit,1.6,1,62,0
1407542400000,Client,Windows,64 bit,1.6,1,62,0
1407628800000,Client,Windows,64 bit,1.6,1,62,0
1407715200000,Client,Windows,64 bit,1.6,1,62,0
1407801600000,Client,Windows,64 bit,1.6,1,62,0
1407888000000,Client,Windows,64 bit,1.6,1,62,0
1407974400000,Client,Windows,64 bit,1.6,1,62,0
1408060800000,Client,Windows,64 bit,1.6,1,62,0
1408147200000,Client,Windows,64 bit,1.6,1,62,0
1408233600000,Client,Windows,64 bit,1.6,1,62,0
1408320000000,Client,Windows,64 bit,1.6,1,62,0
1408406400000,Client,Windows,64 bit,1.6,1,62,0
1408492800000,Client,Windows,64 bit,1.6,1,62,0
1408579200000,Client,Windows,64 bit,1.6,1,62,0
1408665600000,Client,Windows,64 bit,1.6,1,62,0
1408752000000,Client,Windows,64 bit,1.6,1,62,1
1408838400000,Client,Windows,64 bit,1.6,1,62,0
1408924800000,Client,Windows,64 bit,1.6,1,62,0
1409011200000,Client,Windows,64 bit,1.6,1,62,0
1409097600000,Client,Windows,64 bit,1.6,1,62,0
1409184000000,Client,Windows,64 bit,1.6,1,62,0
1409270400000,Client,Windows,64 bit,1.6,1,62,0
1409356800000,Client,Windows,64 bit,1.6,1,62,0
1409443200000,Client,Windows,64 bit,1.6,1,62,1
1406851200000,Installer,Linux,64 bit,1.6,1,62,0
1406937600000,Installer,Linux,64 bit,1.6,1,62,0
1407024000000,Installer,Linux,64 bit,1.6,1,62,0
1407110400000,Installer,Linux,64 bit,1.6,1,62,0
1407196800000,Installer,Linux,64 bit,1.6,1,62,1
1407283200000,Installer,Linux,64 bit,1.6,1,62,0
1407369600000,Installer,Linux,64 bit,1.6,1,62,0
1407456000000,Installer,Linux,64 bit,1.6,1,62,0
1407542400000,Installer,Linux,64 bit,1.6,1,62,0
1407628800000,Installer,Linux,64 bit,1.6,1,62,0
1407715200000,Installer,Linux,64 bit,1.6,1,62,0
1407801600000,Installer,Linux,64 bit,1.6,1,62,0
1407888000000,Installer,Linux,64 bit,1.6,1,62,0
1407974400000,Installer,Linux,64 bit,1.6,1,62,0
1408060800000,Installer,Linux,64 bit,1.6,1,62,0
1408147200000,Installer,Linux,64 bit,1.6,1,62,0
1408233600000,Installer,Linux,64 bit,1.6,1,62,0
1408320000000,Installer,Linux,64 bit,1.6,1,62,0
1408406400000,Installer,Linux,64 bit,1.6,1,62,0
1408492800000,Installer,Linux,64 bit,1.6,1,62,0
1408579200000,Installer,Linux,64 bit,1.6,1,62,1
1408665600000,Installer,Linux,64 bit,1.6,1,62,1
1408752000000,Installer,Linux,64 bit,1.6,1,62,0
1408838400000,Installer,Linux,64 bit,1.6,1,62,0
1408924800000,Installer,Linux,64 bit,1.6,1,62,0
1409011200000,Installer,Linux,64 bit,1.6,1,62,0
1409097600000,Installer,Linux,64 bit,1.6,1,62,0
1409184000000,Installer,Linux,64 bit,1.6,1,62,0
1409270400000,Installer,Linux,64 bit,1.6,1,62,0
1409356800000,Installer,Linux,64 bit,1.6,1,62,1
1409443200000,Installer,Linux,64 bit,1.6,1,62,0
1406851200000,Installer,Windows,64 bit,1.6,1,62,0
1406937600000,Installer,Windows,64 bit,1.6,1,62,0
1407024000000,Installer,Windows,64 bit,1.6,1,62,0
1407110400000,Installer,Windows,64 bit,1.6,1,62,0
1407196800000,Installer,Windows,64 bit,1.6,1,62,0
1407283200000,Installer,Windows,64 bit,1.6,1,62,0
1407369600000,Installer,Windows,64 bit,1.6,1,62,0
1407456000000,Installer,Windows,64 bit,1.6,1,62,0
1407542400000,Installer,Windows,64 bit,1.6,1,62,1
1407628800000,Installer,Windows,64 bit,1.6,1,62,0
1407715200000,Installer,Windows,64 bit,1.6,1,62,1
1407801600000,Installer,Windows,64 bit,1.6,1,62,0
1407888000000,Installer,Windows,64 bit,1.6,1,62,0
1407974400000,Installer,Windows,64 bit,1.6,1,62,0
1408060800000,Installer,Windows,64 bit,1.6,1,62,0
1408147200000,Installer,Windows,64 bit,1.6,1,62,1
1408233600000,Installer,Windows,64 bit,1.6,1,62,0
1408320000000,Installer,Windows,64 bit,1.6,1,62,0
1408406400000,Installer,Windows,64 bit,1.6,1,62,0
1408492800000,Installer,Windows,64 bit,1.6,1,62,1
1408579200000,Installer,Windows,64 bit,1.6,1,62,0
1408665600000,Installer,Windows,64 bit,1.6,1,62,0
1408752000000,Installer,Windows,64 bit,1.6,1,62,0
1408838400000,Installer,Windows,64 bit,1.6,1,62,0
1408924800000,Installer,Windows,64 bit,1.6,1,62,0
1409011200000,Installer,Windows,64 bit,1.6,1,62,0
1409097600000,Installer,Windows,64 bit,1.6,1,62,0
1409184000000,Installer,Windows,64 bit,1.6,1,62,0
1409270400000,Installer,Windows,64 bit,1.6,1,62,0
1409356800000,Installer,Windows,64 bit,1.6,1,62,0
1409443200000,Installer,Windows,64 bit,1.6,1,62,0
1406851200000,Installer,Windows,32 bit,1.6,1,62,0
1406937600000,Installer,Windows,32 bit,1.6,1,62,0
1407024000000,Installer,Windows,32 bit,1.6,1,62,0
1407110400000,Installer,Windows,32 bit,1.6,1,62,0
1407196800000,Installer,Windows,32 bit,1.6,1,62,0
1407283200000,Installer,Windows,32 bit,1.6,1,62,0
1407369600000,Installer,Windows,32 bit,1.6,1,62,0
1407456000000,Installer,Windows,32 bit,1.6,1,62,0
1407542400000,Installer,Windows,32 bit,1.6,1,62,0
1407628800000,Installer,Windows,32 bit,1.6,1,62,0
1407715200000,Installer,Windows,32 bit,1.6,1,62,0
1407801600000,Installer,Windows,32 bit,1.6,1,62,0
1407888000000,Installer,Windows,32 bit,1.6,1,62,1
1407974400000,Installer,Windows,32 bit,1.6,1,62,0
1408060800000,Installer,Windows,32 bit,1.6,1,62,0
1408147200000,Installer,Windows,32 bit,1.6,1,62,1
1408233600000,Installer,Windows,32 bit,1.6,1,62,0
1408320000000,Installer,Windows,32 bit,1.6,1,62,0
1408406400000,Installer,Windows,32 bit,1.6,1,62,0
1408492800000,Installer,Windows,32 bit,1.6,1,62,0
1408579200000,Installer,Windows,32 bit,1.6,1,62,0
1408665600000,Installer,Windows,32 bit,1.6,1,62,0
1408752000000,Installer,Windows,32 bit,1.6,1,62,0
1408838400000,Installer,Windows,32 bit,1.6,1,62,0
1408924800000,Installer,Windows,32 bit,1.6,1,62,0
1409011200000,Installer,Windows,32 bit,1.6,1,62,0
1409097600000,Installer,Windows,32 bit,1.6,1,62,0
1409184000000,Installer,Windows,32 bit,1.6,1,62,0
1409270400000,Installer,Windows,32 bit,1.6,1,62,0
1409356800000,Installer,Windows,32 bit,1.6,1,62,0
1409443200000,Installer,Windows,32 bit,1.6,1,62,0
1406851200000,Agent,undefined,undefined,1.6,2,63,0
1406937600000,Agent,undefined,undefined,1.6,2,63,0
1407024000000,Agent,undefined,undefined,1.6,2,63,0
1407110400000,Agent,undefined,undefined,1.6,2,63,0
1407196800000,Agent,undefined,undefined,1.6,2,63,0
1407283200000,Agent,undefined,undefined,1.6,2,63,0
1407369600000,Agent,undefined,undefined,1.6,2,63,1
1407456000000,Agent,undefined,undefined,1.6,2,63,0
1407542400000,Agent,undefined,undefined,1.6,2,63,0
1407628800000,Agent,undefined,undefined,1.6,2,63,0
1407715200000,Agent,undefined,undefined,1.6,2,63,0
1407801600000,Agent,undefined,undefined,1.6,2,63,0
1407888000000,Agent,undefined,undefined,1.6,2,63,0
1407974400000,Agent,undefined,undefined,1.6,2,63,0
1408060800000,Agent,undefined,undefined,1.6,2,63,0
1408147200000,Agent,undefined,undefined,1.6,2,63,0
1408233600000,Agent,undefined,undefined,1.6,2,63,0
1408320000000,Agent,undefined,undefined,1.6,2,63,0
1408406400000,Agent,undefined,undefined,1.6,2,63,0
1408492800000,Agent,undefined,undefined,1.6,2,63,0
1408579200000,Agent,undefined,undefined,1.6,2,63,0
1408665600000,Agent,undefined,undefined,1.6,2,63,0
1408752000000,Agent,undefined,undefined,1.6,2,63,0
1408838400000,Agent,undefined,undefined,1.6,2,63,0
1408924800000,Agent,undefined,undefined,1.6,2,63,0
1409011200000,Agent,undefined,undefined,1.6,2,63,0
1409097600000,Agent,undefined,undefined,1.6,2,63,0
1409184000000,Agent,undefined,undefined,1.6,2,63,0
1409270400000,Agent,undefined,undefined,1.6,2,63,0
1409356800000,Agent,undefined,undefined,1.6,2,63,0
1409443200000,Agent,undefined,undefined,1.6,2,63,0
1406851200000,CMR,Windows,64 bit,1.6,2,63,0
1406937600000,CMR,Windows,64 bit,1.6,2,63,0
1407024000000,CMR,Windows,64 bit,1.6,2,63,0
1407110400000,CMR,Windows,64 bit,1.6,2,63,0
1407196800000,CMR,Windows,64 bit,1.6,2,63,1
1407283200000,CMR,Windows,64 bit,1.6,2,63,0
1407369600000,CMR,Windows,64 bit,1.6,2,63,0
1407456000000,CMR,Windows,64 bit,1.6,2,63,0
1407542400000,CMR,Windows,64 bit,1.6,2,63,0
1407628800000,CMR,Windows,64 bit,1.6,2,63,0
1407715200000,CMR,Windows,64 bit,1.6,2,63,0
1407801600000,CMR,Windows,64 bit,1.6,2,63,0
1407888000000,CMR,Windows,64 bit,1.6,2,63,0
1407974400000,CMR,Windows,64 bit,1.6,2,63,0
1408060800000,CMR,Windows,64 bit,1.6,2,63,0
1408147200000,CMR,Windows,64 bit,1.6,2,63,0
1408233600000,CMR,Windows,64 bit,1.6,2,63,0
1408320000000,CMR,Windows,64 bit,1.6,2,63,0
1408406400000,CMR,Windows,64 bit,1.6,2,63,0
1408492800000,CMR,Windows,64 bit,1.6,2,63,0
1408579200000,CMR,Windows,64 bit,1.6,2,63,0
1408665600000,CMR,Windows,64 bit,1.6,2,63,1
1408752000000,CMR,Windows,64 bit,1.6,2,63,0
1408838400000,CMR,Windows,64 bit,1.6,2,63,0
1408924800000,CMR,Windows,64 bit,1.6,2,63,0
1409011200000,CMR,Windows,64 bit,1.6,2,63,0
1409097600000,CMR,Windows,64 bit,1.6,2,63,0
1409184000000,CMR,Windows,64 bit,1.6,2,63,0
1409270400000,CMR,Windows,64 bit,1.6,2,63,0
1409356800000,CMR,Windows,64 bit,1.6,2,63,0
1409443200000,CMR,Windows,64 bit,1.6,2,63,0
1406851200000,Client,Windows,64 bit,1.6,2,63,0
1406937600000,Client,Windows,64 bit,1.6,2,63,0
1407024000000,Client,Windows,64 bit,1.6,2,63,0
1407110400000,Client,Windows,64 bit,1.6,2,63,0
1407196800000,Client,Windows,64 bit,1.6,2,63,1
1407283200000,Client,Windows,64 bit,1.6,2,63,0
1407369600000,Client,Windows,64 bit,1.6,2,63,0
1407456000000,Client,Windows,64 bit,1.6,2,63,0
1407542400000,Client,Windows,64 bit,1.6,2,63,0
1407628800000,Client,Windows,64 bit,1.6,2,63,0
1407715200000,Client,Windows,64 bit,1.6,2,63,0
1407801600000,Client,Windows,64 bit,1.6,2,63,0
1407888000000,Client,Windows,64 bit,1.6,2,63,0
1407974400000,Client,Windows,64 bit,1.6,2,63,0
1408060800000,Client,Windows,64 bit,1.6,2,63,0
1408147200000,Client,Windows,64 bit,1.6,2,63,0
1408233600000,Client,Windows,64 bit,1.6,2,63,0
1408320000000,Client,Windows,64 bit,1.6,2,63,0
1408406400000,Client,Windows,64 bit,1.6,2,63,0
1408492800000,Client,Windows,64 bit,1.6,2,63,0
1408579200000,Client,Windows,64 bit,1.6,2,63,0
1408665600000,Client,Windows,64 bit,1.6,2,63,0
1408752000000,Client,Windows,64 bit,1.6,2,63,0
1408838400000,Client,Windows,64 bit,1.6,2,63,0
1408924800000,Client,Windows,64 bit,1.6,2,63,0
1409011200000,Client,Windows,64 bit,1.6,2,63,0
1409097600000,Client,Windows,64 bit,1.6,2,63,0
1409184000000,Client,Windows,64 bit,1.6,2,63,1
1409270400000,Client,Windows,64 bit,1.6,2,63,0
1409356800000,Client,Windows,64 bit,1.6,2,63,0
1409443200000,Client,Windows,64 bit,1.6,2,63,0
1406851200000,Installer,Linux,64 bit,1.6,2,63,0
1406937600000,Installer,Linux,64 bit,1.6,2,63,0
1407024000000,Installer,Linux,64 bit,1.6,2,63,0
1407110400000,Installer,Linux,64 bit,1.6,2,63,0
1407196800000,Installer,Linux,64 bit,1.6,2,63,0
1407283200000,Installer,Linux,64 bit,1.6,2,63,0
1407369600000,Installer,Linux,64 bit,1.6,2,63,0
1407456000000,Installer,Linux,64 bit,1.6,2,63,1
1407542400000,Installer,Linux,64 bit,1.6,2,63,0
1407628800000,Installer,Linux,64 bit,1.6,2,63,0
1407715200000,Installer,Linux,64 bit,1.6,2,63,0
1407801600000,Installer,Linux,64 bit,1.6,2,63,0
1407888000000,Installer,Linux,64 bit,1.6,2,63,0
1407974400000,Installer,Linux,64 bit,1.6,2,63,0
1408060800000,Installer,Linux,64 bit,1.6,2,63,0
1408147200000,Installer,Linux,64 bit,1.6,2,63,0
1408233600000,Installer,Linux,64 bit,1.6,2,63,0
1408320000000,Installer,Linux,64 bit,1.6,2,63,0
1408406400000,Installer,Linux,64 bit,1.6,2,63,0
1408492800000,Installer,Linux,64 bit,1.6,2,63,0
1408579200000,Installer,Linux,64 bit,1.6,2,63,0
1408665600000,Installer,Linux,64 bit,1.6,2,63,0
1408752000000,Installer,Linux,64 bit,1.6,2,63,0
1408838400000,Installer,Linux,64 bit,1.6,2,63,0
1408924800000,Installer,Linux,64 bit,1.6,2,63,0
1409011200000,Installer,Linux,64 bit,1.6,2,63,0
1409097600000,Installer,Linux,64 bit,1.6,2,63,0
1409184000000,Installer,Linux,64 bit,1.6,2,63,0
1409270400000,Installer,Linux,64 bit,1.6,2,63,1
1409356800000,Installer,Linux,64 bit,1.6,2,63,0
1409443200000,Installer,Linux,64 bit,1.6,2,63,0
1406851200000,Installer,Windows,64 bit,1.6,2,63,0
1406937600000,Installer,Windows,64 bit,1.6,2,63,1
1407024000000,Installer,Windows,64 bit,1.6,2,63,1
1407110400000,Installer,Windows,64 bit,1.6,2,63,0
1407196800000,Installer,Windows,64 bit,1.6,2,63,0
1407283200000,Installer,Windows,64 bit,1.6,2,63,0
1407369600000,Installer,Windows,64 bit,1.6,2,63,0
1407456000000,Installer,Windows,64 bit,1.6,2,63,0
1407542400000,Installer,Windows,64 bit,1.6,2,63,0
1407628800000,Installer,Windows,64 bit,1.6,2,63,0
1407715200000,Installer,Windows,64 bit,1.6,2,63,0
1407801600000,Installer,Windows,64 bit,1.6,2,63,1
1407888000000,Installer,Windows,64 bit,1.6,2,63,0
1407974400000,Installer,Windows,64 bit,1.6,2,63,0
1408060800000,Installer,Windows,64 bit,1.6,2,63,0
1408147200000,Installer,Windows,64 bit,1.6,2,63,0
1408233600000,Installer,Windows,64 bit,1.6,2,63,0
1408320000000,Installer,Windows,64 bit,1.6,2,63,1
1408406400000,Installer,Windows,64 bit,1.6,2,63,0
1408492800000,Installer,Windows,64 bit,1.6,2,63,0
1408579200000,Installer,Windows,64 bit,1.6,2,63,0
1408665600000,Installer,Windows,64 bit,1.6,2,63,0
1408752000000,Installer,Windows,64 bit,1.6,2,63,0
1408838400000,Installer,Windows,64 bit,1.6,2,63,0
1408924800000,Installer,Windows,64 bit,1.6,2,63,0
1409011200000,Installer,Windows,64 bit,1.6,2,63,0
1409097600000,Installer,Windows,64 bit,1.6,2,63,0
1409184000000,Installer,Windows,64 bit,1.6,2,63,0
1409270400000,Installer,Windows,64 bit,1.6,2,63,0
1409356800000,Installer,Windows,64 bit,1.6,2,63,1
1409443200000,Installer,Windows,64 bit,1.6,2,63,0
1406851200000,Installer,Windows,64 bit,1.6,early,60,0
1406937600000,Installer,Windows,64 bit,1.6,early,60,0
1407024000000,Installer,Windows,64 bit,1.6,early,60,0
1407110400000,Installer,Windows,64 bit,1.6,early,60,0
1407196800000,Installer,Windows,64 bit,1.6,early,60,0
1407283200000,Installer,Windows,64 bit,1.6,early,60,0
1407369600000,Installer,Windows,64 bit,1.6,early,60,0
1407456000000,Installer,Windows,64 bit,1.6,early,60,0
1407542400000,Installer,Windows,64 bit,1.6,early,60,0
1407628800000,Installer,Windows,64 bit,1.6,early,60,0
1407715200000,Installer,Windows,64 bit,1.6,early,60,1
1407801600000,Installer,Windows,64 bit,1.6,early,60,0
1407888000000,Installer,Windows,64 bit,1.6,early,60,0
1407974400000,Installer,Windows,64 bit,1.6,early,60,0
1408060800000,Installer,Windows,64 bit,1.6,early,60,0
1408147200000,Installer,Windows,64 bit,1.6,early,60,0
1408233600000,Installer,Windows,64 bit,1.6,early,60,0
1408320000000,Installer,Windows,64 bit,1.6,early,60,0
1408406400000,Installer,Windows,64 bit,1.6,early,60,0
1408492800000,Installer,Windows,64 bit,1.6,early,60,0
1408579200000,Installer,Windows,64 bit,1.6,early,60,0
1408665600000,Installer,Windows,64 bit,1.6,early,60,0
1408752000000,Installer,Windows,64 bit,1.6,early,60,0
1408838400000,Installer,Windows,64 bit,1.6,early,60,0
1408924800000,Installer,Windows,64 bit,1.6,early,60,0
